id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
4901,kothagudem,90500,13,1357,$0,1,59,https://www.tripadvisor.in/Tourism-g23767814-Kothagudem_Bhadradri_Kothagudem_District_Telangana-Vacations.html,,Telangana,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,kothagudem,,g23767814 bhadradri kothagudem district,1
4902,food near me chinese,90500,6,8805,$0.08,4,41,https://www.tripadvisor.in/Restaurants-g1234703-c11-Howrah_Howrah_District_West_Bengal.html,,West Bengal,India,East,,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g1234703 c11 howrah howrah district,1
4903,carter road mumbai,90500,47,190,$0,5,42,https://www.tripadvisor.in/RestaurantsNear-g304554-d5326221-Carters_Blue_Restaurant-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g304554 d5326221 carters blue,1
4904,cafe leopold mumbai,74000,8,5963,$0.58,4,37,https://www.tripadvisor.in/Restaurant_Review-g304554-d787742-Reviews-Leopold_Cafe-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,leopold,,g304554 d787742,1
4905,bolpur visva bharati,90500,7,4244,$0.48,1,40,https://www.tripadvisor.in/Attraction_Review-g735771-d2482976-Reviews-Visva_Bharati_University-Santiniketan_Birbhum_District_West_Bengal.html,,West Bengal,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,visva bharati,,g735771 d2482976 university santiniketan birbhum district,1
4906,dormitory,90500,12,1357,$0.28,4,43,https://www.tripadvisor.in/Hotel_Review-g297687-d23220655-Reviews-A_C_Dormitory-Dehradun_Dehradun_District_Uttarakhand.html,Dehradun,Uttarakhand,India,North,Dehradun,,Hotel,Accommodation,Accommodation,tripadvisor.in,dormitory,,g297687 d23220655 district,1
4907,dabra mp,74000,15,1022,$0,1,40,https://www.tripadvisor.in/Tourism-g13077777-Dabra_Gwalior_District_Madhya_Pradesh-Vacations.html,Gwalior,Madhya Pradesh,India,West,Gwalior,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,dabra,,g13077777 district,1
4908,australia sydney nsw,90500,13,1782,$1.70,2,66,https://www.tripadvisor.in/Tourism-g255060-Sydney_New_South_Wales-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,sydney,,g255060 new wales,1
4909,attraction in munnar,90500,2,27512,$0.16,22,29,https://www.tripadvisor.in/Attractions-g303881-Activities-Munnar_Idukki_District_Kerala.html,,Kerala,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,munnar,,g303881 idukki district,1
4910,andaman nicobar port blair,90500,13,2316,$0.24,1,33,https://www.tripadvisor.in/Tourism-g297584-Port_Blair_South_Andaman_Island_Andaman_and_Nicobar_Islands-Vacations.html,,Andaman and Nicobar Islands,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,port blair,,g297584 island,1
4911,ambaji temple,90500,31,190,$0,1,46,https://www.tripadvisor.in/Attractions-g2295144-Activities-Ambaji_Banaskantha_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ambaji,,g2295144 banaskantha district,1
4912,zoo in thiruvananthapuram,90500,12,1782,$0.10,5,34,https://www.tripadvisor.in/Attraction_Review-g297637-d3652252-Reviews-Thiruvananthapuram_Zoo-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_District_.html,Thiruvananthapuram,,,,Thiruvananthapuram,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,zoo,,g297637 d3652252 trivandrum district,1
4913,sitaram diwan chand delhi,74000,9,3058,$0.26,4,26,https://www.tripadvisor.in/Restaurant_Review-g304551-d3546544-Reviews-or105-Sita_Ram_Diwan_Chand-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,diwan chand,,g304551 d3546544 or105 sita ram national capital territory,1
4914,sangam triveni,450000,10,5963,$0.12,2,22,https://www.tripadvisor.in/Attraction_Review-g1162488-d3243406-Reviews-Triveni_Sangam_Prayagraj-Prayagraj_Prayagraj_District_Uttar_Pradesh.html,Prayagraj,Uttar Pradesh,India,,Prayagraj,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,sangam triveni,,g1162488 d3243406 district,1
4915,sambhaji nagar,74000,11,4244,$0.23,1,41,https://www.tripadvisor.in/Tourism-g297649-Chhatrapati_Sambhaji_Nagar_Aurangabad_District_Maharashtra-Vacations.html,Aurangabad,Maharashtra,India,West,Aurangabad,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,sambhaji nagar,,g297649 chhatrapati district,1
4916,taj west end hotel,90500,7,5963,$0.29,25,43,https://www.tripadvisor.in/Hotel_Review-g297628-d302147-Reviews-Taj_West_End-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Hotel,Accommodation,Accommodation,tripadvisor.in,taj end,,g297628 d302147 bangalore district,1
4917,visvesvaraya technology museum,90500,7,5963,$0.09,4,40,https://www.tripadvisor.in/Attraction_Review-g297628-d2587719-Reviews-Visvesvaraya_Industrial_and_Technological_Museum-Bengaluru_Bangalore_District_Kar.html,Bengaluru,,,,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,visvesvaraya museum,,g297628 d2587719 industrial technological bangalore district kar,1
4918,united arab emirates,4400,56,190,$0.52,2,15,https://www.tripadvisor.in/Tourism-g294012-United_Arab_Emirates-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,united arab emirates,,g294012,1
4919,weather at udaipur,90500,62,190,$0,1,25,https://www.tripadvisor.in/Attractions-g297672-Activities-Udaipur_Udaipur_District_Rajasthan.html,Udaipur,Rajasthan,India,North,Udaipur,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297672 district,1
4920,himachal pradesh chail,90500,8,8805,$0.23,3,21,https://www.tripadvisor.in/Attractions-g777777-Activities-Chail_Kandaghat_Tehsil_Solan_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,chail,,g777777 kandaghat tehsil solan district,1
4921,hanuman nagar patna,90500,71,190,$0.11,3,19,https://www.tripadvisor.in/Attraction_Review-g297592-d1220003-Reviews-Hanuman_Mandir-Patna_Patna_District_Bihar.html,Patna,Bihar,India,East,Patna,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,hanuman,,g297592 d1220003 mandir district,1
4922,istanbul and turkey,90500,7,8805,$0.41,3,45,https://www.tripadvisor.in/Tourism-g293974-Istanbul-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,istanbul,,g293974,1
4923,indian temple near me,90500,11,3058,$0.06,1,21,https://www.tripadvisor.in/Attractions-g297628-Activities-c47-t10-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297628 c47 t10 bangalore district,1
4924,lonavala maharashtra,90500,3,27512,$0.13,1,46,https://www.tripadvisor.in/Attractions-g608474-Activities-Lonavala_Pune_District_Maharashtra.html,Pune,Maharashtra,India,West,Pune,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,lonavala,,g608474 district,1
4925,leela palace hotel delhi,90500,11,2316,$0.75,30,43,https://www.tripadvisor.in/Hotel_Review-g304551-d1759051-Reviews-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Hotel,Accommodation,Accommodation,tripadvisor.in,leela palace,,g304551 d1759051 national capital territory,1
4926,munnar tourist spots,90500,3,27512,$0.15,12,44,https://www.tripadvisor.in/Attractions-g303881-Activities-Munnar_Idukki_District_Kerala.html,,Kerala,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,munnar,,g303881 idukki district,1
4927,marketplace mumbai,90500,6,5963,$0.25,1,45,https://www.tripadvisor.in/Attractions-g304554-Activities-c26-t142-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304554 c26 t142,1
4928,mansa devi mandir haridwar,90500,13,1782,$0.02,1,28,https://www.tripadvisor.in/Attraction_Review-g616028-d1754942-Reviews-Mansa_Devi_Temple-Haridwar_Haridwar_District_Uttarakhand.html,Haridwar,Uttarakhand,India,North,Haridwar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mansa devi,,g616028 d1754942 temple district,1
4929,madras cafeteria,90500,6,5963,$0.15,1,21,https://www.tripadvisor.in/Restaurant_Review-g304551-d8086445-Reviews-Madras_Cafe-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,madras,,g304551 d8086445 national capital territory,1
4930,novotel mumbai hotel,90500,52,190,$0.50,23,38,https://www.tripadvisor.in/Hotel_Review-g304554-d25249233-Reviews-Novotel_Mumbai_International_Airport-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Hotel,Accommodation,Accommodation,tripadvisor.in,novotel,,g304554 d25249233 international airport,1
4931,near places to visit,14800,7,27512,$0.63,2,10,https://www.tripadvisor.in/Attractions-g297595-Activities-Raipur_Raipur_District_Chhattisgarh.html,Raipur,Chhattisgarh,India,Central,Raipur,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297595 district,1
4932,pondicherry french colony,90500,33,199,$0.34,5,42,https://www.tripadvisor.in/Attraction_Review-g659792-d19974978-Reviews-White_Town-Pondicherry_Union_Territory_of_Pondicherry.html,,Puducherry,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,pondicherry,,g659792 d19974978 white town union territory pondicherry,1
4933,pnr status 10 digit,135000,16,533,$0.01,2,35,https://www.tripadvisor.in/ShowTopic-g293860-i511-k10015421-Some_ways_to_check_the_PNR_status_for_Indian_Railway-India.html,,,India,,,,,,,tripadvisor.in,pnr status,,showtopic g293860 i511 k10015421 some ways to check indian railway,1
4934,patna zoological park,90500,13,2316,$0.07,5,25,https://www.tripadvisor.in/Attraction_Review-g297592-d3705656-Reviews-Sanjay_Gandhi_Biological_Park-Patna_Patna_District_Bihar.html,Patna,Bihar,India,East,Patna,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,park,,g297592 d3705656 sanjay gandhi biological district,1
4935,patanjali arogya kendra,74000,32,190,$0.28,4,37,https://www.tripadvisor.in/Attraction_Review-g616028-d10507717-Reviews-Patanjali_Yogpeeth-Haridwar_Haridwar_District_Uttarakhand.html,Haridwar,Uttarakhand,India,North,Haridwar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,patanjali,,g616028 d10507717 yogpeeth district,1
4936,puttaparthi city,90500,53,190,$0.26,1,22,https://www.tripadvisor.in/Attraction_Review-g1155906-d3732976-Reviews-Prasanthi_Nilayam-Puttaparthi_Anantapur_District_Andhra_Pradesh.html,,Andhra Pradesh,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,puttaparthi,,g1155906 d3732976 prasanthi nilayam anantapur district,1
4937,port blair port,90500,14,1357,$0.22,1,18,https://www.tripadvisor.in/Tourism-g297584-Port_Blair_South_Andaman_Island_Andaman_and_Nicobar_Islands-Vacations.html,,Andaman and Nicobar Islands,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,port blair,,g297584 island,1
4938,city vatican city,90500,14,1782,$1.66,1,72,https://www.tripadvisor.in/Tourism-g187793-Vatican_City_Lazio-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,city vatican,,g187793 lazio,1
4939,chembur station,90500,18,461,$0,4,47,https://www.tripadvisor.in/RestaurantsNear-g304554-d4142696-Chembur_Station-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,chembur station,,g304554 d4142696,1
4940,chefs,90500,20,461,$0.31,1,58,https://www.tripadvisor.in/Restaurant_Review-g297630-d3963258-Reviews-Chefs_Restaurants-Mangalore_Dakshina_Kannada_District_Karnataka.html,Mangaluru,Karnataka,India,South,Mangaluru,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,chefs,,g297630 d3963258 mangalore dakshina kannada district,1
4941,chandannagar,140,8,5963,$0,1,31,https://www.tripadvisor.in/Attractions-g1602177-Activities-Chandannagar_Hooghly_District_West_Bengal.html,,West Bengal,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,chandannagar,,g1602177 hooghly district,1
4942,dlf emporio mall delhi,74000,5,5963,$0,4,29,https://www.tripadvisor.in/Attraction_Review-g304551-d5782355-Reviews-DLF_Emporio-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dlf emporio,,g304551 d5782355 national capital territory,1
4943,dhaka town,90500,8,8805,$0.09,1,36,https://www.tripadvisor.in/Attractions-g293936-Activities-Dhaka_City_Dhaka_Division.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dhaka,,g293936 city dhaka division,1
4944,dhaka city bd,90500,15,1022,$0.09,1,54,https://www.tripadvisor.in/Attractions-g293936-Activities-Dhaka_City_Dhaka_Division.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dhaka city,,g293936 dhaka division,1
4945,daman diu,90500,10,3058,$0,1,32,https://www.tripadvisor.in/Attractions-g297599-Activities-Daman_and_Diu.html,,Dadra and Nagar Haveli and Daman and Diu,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297599,1
4946,gaming zone near me,74000,5,14661,$0.42,7,30,https://www.tripadvisor.in/Attractions-g1532344-Activities-c56-t110-Navi_Mumbai_Maharashtra.html,Navi Mumbai,Maharashtra,India,West,Navi Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g1532344 c56 t110,1
4947,game zone near me,74000,5,14661,$0.42,7,30,https://www.tripadvisor.in/Attractions-g297612-Activities-c56-t110-Surat_Surat_District_Gujarat.html,Surat,Gujarat,India,West,Surat,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297612 c56 t110 district,1
4948,french colony in pondicherry,90500,24,389,$0.26,6,34,https://www.tripadvisor.in/Attraction_Review-g659792-d19974978-Reviews-White_Town-Pondicherry_Union_Territory_of_Pondicherry.html,,Puducherry,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,pondicherry,,g659792 d19974978 white town union territory pondicherry,1
4949,fastfood,90500,9,4244,$0.19,1,81,https://www.tripadvisor.in/Restaurants-g304554-c10646-zfn15621455-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g304554 c10646 zfn15621455,1
4950,hindu temple near me,90500,16,1022,$0.06,1,21,https://www.tripadvisor.in/Attractions-g297628-Activities-c47-t10-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297628 c47 t10 bangalore district,1
4951,gujarat science city ahmedabad,90500,7,5963,$0.07,5,40,https://www.tripadvisor.in/Attraction_Review-g297608-d1603378-Reviews-Gujarat_Science_City-Ahmedabad_Ahmedabad_District_Gujarat.html,Ahmedabad,Gujarat,India,West,Ahmedabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,science city,,g297608 d1603378 district,1
4952,grs water park mysore,90500,9,5963,$0.07,11,19,https://www.tripadvisor.in/Attraction_Review-g304553-d2651314-Reviews-GRS_Fantasy_Park-Mysuru_Mysore_Mysore_District_Karnataka.html,Mysuru,Karnataka,India,South,Mysuru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,grs park mysore,,g304553 d2651314 fantasy mysore district,1
4953,goa old town,90500,6,14661,$0.13,2,23,https://www.tripadvisor.in/Attractions-g15420940-Activities-Old_Goa_North_Goa_District_Goa.html,,Goa,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,old,,g15420940 district,1
4954,area 83,90500,7,8805,$0.13,6,23,https://www.tripadvisor.in/Hotel_Feature-g13288746-d12674958-zft1-Area_83.html,,,,,,,Hotel,Accommodation,Accommodation,tripadvisor.in,area 83,,feature g13288746 d12674958 zft1,1
4955,ambaji temple in gujarat,74000,11,4244,$0.26,3,30,https://www.tripadvisor.in/Attraction_Review-g2295144-d1224957-Reviews-Ambaji_Temple-Ambaji_Banaskantha_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ambaji temple,,g2295144 d1224957 ambaji banaskantha district,1
4956,ambaji temple ambaji,90500,11,4244,$0.13,1,26,https://www.tripadvisor.in/Attraction_Review-g2295144-d1224957-Reviews-Ambaji_Temple-Ambaji_Banaskantha_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ambaji temple ambaji,,g2295144 d1224957 banaskantha district,1
4957,alliance air,110000,14,678,$0.16,7,50,https://www.tripadvisor.in/Airline_Review-d12878327-Reviews-Alliance-Airlines,,,,,,,,,,tripadvisor.in,alliance,,airline d12878327 airlines,1
4958,100 ft road,90500,12,1782,$0.15,5,24,https://www.tripadvisor.in/Restaurant_Review-g297628-d794820-Reviews-100_ft-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,100 ft,,g297628 d794820 bangalore district,1
4959,bir himachal,74000,12,2316,$0.15,1,41,https://www.tripadvisor.in/Attraction_Review-g1986662-d9681329-Reviews-Travel_Bir_Billing-Bir_Kangra_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,bir,,g1986662 d9681329 travel billing bir kangra district,1
4960,bir billing himachal,90500,14,1782,$0.24,1,30,https://www.tripadvisor.in/Attraction_Review-g1986662-d9681329-Reviews-Travel_Bir_Billing-Bir_Kangra_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,bir billing,,g1986662 d9681329 travel bir kangra district,1
4961,billing bir,90500,13,1782,$0.26,1,34,https://www.tripadvisor.in/Attraction_Review-g1986662-d9681329-Reviews-Travel_Bir_Billing-Bir_Kangra_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,billing bir,,g1986662 d9681329 travel bir kangra district,1
4962,bengaluru metro,49500,22,389,$0.02,1,33,https://www.tripadvisor.in/ShowUserReviews-g297628-d10440758-r661043480-Bangalore_Metro_Rail_Corporation_Limited-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,,,,tripadvisor.in,metro,,showuserreviews g297628 d10440758 r661043480 bangalore rail corporation limited bangalore district,1
4963,bangladesh dhaka dhaka,90500,37,190,$0.08,1,53,https://www.tripadvisor.in/Tourism-g293936-Dhaka_City_Dhaka_Division-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,dhaka dhaka,,g293936 city division,1
4964,visvesvaraya technological museum bangalore,90500,11,3058,$0.09,6,24,https://www.tripadvisor.in/Attraction_Review-g297628-d2587719-Reviews-Visvesvaraya_Industrial_and_Technological_Museum-Bengaluru_Bangalore_District_Kar.html,Bengaluru,,,,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,visvesvaraya technological museum bangalore,,g297628 d2587719 industrial district kar,1
4965,visvesvaraya industrial and technological museum bangalore,90500,9,4244,$0.09,6,37,https://www.tripadvisor.in/Attraction_Review-g297628-d2587719-Reviews-Visvesvaraya_Industrial_and_Technological_Museum-Bengaluru_Bangalore_District_Kar.html,Bengaluru,,,,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,visvesvaraya industrial technological museum bangalore,,g297628 d2587719 district kar,1
